Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
D300733.lib1.stats.tsv	31061722.0	0.0	31061722.0	1.0	15530861.0	15530861.0	27599104.0	27164266.0	3462618.0	23912328.0	31061722.0	0.0	700663.0	0.0	0.0	0.0	4601666236.0	2300898925.0	2300767311.0	4088601164.0	4088601164.0	0.0	0.0	23579515.0	0.005767135	148.0	148.0	148.0	150.0	150.0	150.0	39.3	278.9	106.3	12298103.0	488002.0	518.0	795510.0	77.0	88.85245962860655	87.45254368061114	11.147540371393447	76.98326577000464	100.0	0.0	2.2557120303890428	0.0
D300734.lib1.stats.tsv	1730518.0	0.0	1730518.0	1.0	865259.0	865259.0	1066811.0	1039706.0	663707.0	1008684.0	1730518.0	0.0	8355.0	0.0	0.0	0.0	250898178.0	125434891.0	125463287.0	156347924.0	156347924.0	0.0	0.0	408870.0	0.002615129	145.0	145.0	145.0	150.0	150.0	150.0	39.0	246.1	92.0	483124.0	33148.0	68.0	3513.0	58.3	61.646917281415156	60.08062325846944	38.353082718584844	58.28798082423875	100.0	0.0	0.48280341493125184	0.0
D300735.lib1.stats.tsv	711698.0	0.0	711698.0	1.0	355849.0	355849.0	192219.0	184544.0	519479.0	182104.0	711698.0	0.0	2336.0	0.0	0.0	0.0	101660648.0	50823020.0	50837628.0	27521197.0	27521197.0	0.0	0.0	88506.0	0.003215921	143.0	143.0	143.0	150.0	150.0	150.0	39.2	217.3	84.7	81640.0	10345.0	4.0	283.0	25.6	27.008506417047677	25.930099564703006	72.99149358295232	25.587257516530887	100.0	0.0	0.32822910841396213	0.0
D300736.lib1.stats.tsv	2484598.0	0.0	2484598.0	1.0	1242299.0	1242299.0	1051352.0	1010956.0	1433246.0	990314.0	2484598.0	0.0	13392.0	0.0	0.0	0.0	353851779.0	176896451.0	176955328.0	151114226.0	151114226.0	0.0	0.0	490816.0	0.00324798	142.0	142.0	142.0	150.0	150.0	150.0	39.3	223.5	88.4	449569.0	52389.0	57.0	3463.0	39.9	42.31477285259024	40.68891627538942	57.685227147409755	39.85811789271343	100.0	0.0	0.5390006753607626	0.0
D300737.lib1.stats.tsv	561658.0	0.0	561658.0	1.0	280829.0	280829.0	348347.0	344686.0	213311.0	313762.0	561658.0	0.0	1421.0	0.0	0.0	0.0	82593423.0	41295677.0	41297746.0	51616712.0	51616712.0	0.0	0.0	118031.0	0.002286682	147.0	147.0	147.0	150.0	150.0	150.0	38.6	288.4	112.6	162371.0	6320.0	34.0	3618.0	55.9	62.021194392317035	61.36937424553732	37.97880560768297	55.86353261237266	100.0	0.0	0.25300093651296696	0.0
D300738.lib1.stats.tsv	14822976.0	0.0	14822976.0	1.0	7411488.0	7411488.0	13926719.0	13715396.0	896257.0	12516494.0	14822976.0	0.0	89371.0	0.0	0.0	0.0	2193644374.0	1096850959.0	1096793415.0	2061930341.0	2061930341.0	0.0	0.0	5262215.0	0.002552082	148.0	148.0	148.0	150.0	150.0	150.0	39.4	279.1	105.6	6344198.0	262645.0	1566.0	249289.0	84.4	93.9535960929843	92.52795120224171	6.046403907015703	84.4398182928988	100.0	0.0	0.6029221122667945	0.0
D300739.lib1.stats.tsv	2319090.0	0.0	2319090.0	1.0	1159545.0	1159545.0	1446581.0	1397128.0	872509.0	1304960.0	2319090.0	0.0	17149.0	0.0	0.0	0.0	339599280.0	169788637.0	169810643.0	213607938.0	213607938.0	0.0	0.0	717049.0	0.003356846	146.0	146.0	146.0	150.0	150.0	150.0	39.2	276.6	106.2	656745.0	30946.0	112.0	10761.0	56.3	62.37709618859122	60.24466493322812	37.62290381140879	56.27034742075555	100.0	0.0	0.7394710856413507	0.0
D300740.lib1.stats.tsv	5738326.0	0.0	5738326.0	1.0	2869163.0	2869163.0	5028123.0	4972662.0	710203.0	4699290.0	5738326.0	0.0	36655.0	0.0	0.0	0.0	836419666.0	418196224.0	418223442.0	735743600.0	735743600.0	0.0	0.0	1974686.0	0.002683932	146.0	146.0	146.0	150.0	150.0	150.0	39.3	261.6	103.6	2289211.0	153195.0	491.0	43434.0	81.9	87.62351598706661	86.6570146066989	12.376484012933389	81.89304685721933	100.0	0.0	0.6387751410428756	0.0
D300741.lib1.stats.tsv	7526454.0	0.0	7526454.0	1.0	3763227.0	3763227.0	6699245.0	6621264.0	827209.0	6010914.0	7526454.0	0.0	55739.0	0.0	0.0	0.0	1114919595.0	557459926.0	557459669.0	993010542.0	993010542.0	0.0	0.0	3065163.0	0.003086738	148.0	148.0	148.0	150.0	150.0	150.0	39.4	286.2	112.0	3123537.0	118047.0	768.0	68280.0	79.9	89.00931301779032	87.97322085539884	10.990686982209684	79.86382431886251	100.0	0.0	0.7405745122470688	0.0
D300742.lib1.stats.tsv	11109992.0	0.0	11109992.0	1.0	5554996.0	5554996.0	10290437.0	10119260.0	819555.0	9148296.0	11109992.0	0.0	77902.0	0.0	0.0	0.0	1645891378.0	822949710.0	822941668.0	1525289361.0	1525289361.0	0.0	0.0	4284228.0	0.002808797	148.0	148.0	148.0	150.0	150.0	150.0	39.4	288.3	111.5	4745389.0	178176.0	979.0	135086.0	82.3	92.62326201495014	91.08251383079303	7.3767379850498545	82.34295758268773	100.0	0.0	0.7011886237181809	0.0
D300743.lib1.stats.tsv	534412.0	0.0	534412.0	1.0	267206.0	267206.0	387561.0	382982.0	146851.0	350818.0	534412.0	0.0	2550.0	0.0	0.0	0.0	78738987.0	39369100.0	39369887.0	57407807.0	57407807.0	0.0	0.0	165911.0	0.002890042	147.0	147.0	147.0	150.0	150.0	150.0	38.9	278.9	104.3	177473.0	7084.0	36.0	6898.0	65.6	72.52101374969125	71.66418418748081	27.47898625030875	65.64560676032724	100.0	0.0	0.4771599440132332	0.0
D300744.lib1.stats.tsv	4843402.0	0.0	4843402.0	1.0	2421701.0	2421701.0	4053288.0	3975508.0	790114.0	3710348.0	4843402.0	0.0	56510.0	0.0	0.0	0.0	712840806.0	356421296.0	356419510.0	597530463.0	597530463.0	0.0	0.0	2271386.0	0.003801289	147.0	147.0	147.0	150.0	150.0	150.0	39.4	272.0	105.1	1854255.0	94770.0	241.0	38488.0	76.6	83.68679700755791	82.08090098653797	16.31320299244209	76.60623669065669	100.0	0.0	1.166741889275348	0.0
D300745.lib1.stats.tsv	11722236.0	0.0	11722236.0	1.0	5861118.0	5861118.0	10667156.0	10568224.0	1055080.0	10195062.0	11722236.0	0.0	108050.0	0.0	0.0	0.0	1720838662.0	860407667.0	860430995.0	1567491742.0	1567491742.0	0.0	0.0	4424181.0	0.002822459	147.0	147.0	147.0	150.0	150.0	150.0	39.5	251.0	93.0	4937438.0	301976.0	505.0	44193.0	87.0	90.99932811453378	90.15535943825051	9.00067188546622	86.97199066799202	100.0	0.0	0.921752471115579	0.0
D300746.lib1.stats.tsv	13921680.0	0.0	13921680.0	1.0	6960840.0	6960840.0	12664530.0	12391030.0	1257150.0	11102958.0	13921680.0	0.0	127279.0	0.0	0.0	0.0	2058365863.0	1029197838.0	1029168025.0	1874432812.0	1874432812.0	0.0	0.0	5877366.0	0.003135544	148.0	148.0	148.0	150.0	150.0	150.0	39.5	285.0	110.4	5717430.0	234955.0	949.0	242181.0	79.8	90.96983984691502	89.00527809862028	9.030160153084973	79.7530039477994	100.0	0.0	0.9142502916314698	0.0
D300747.lib1.stats.tsv	26584622.0	0.0	26584622.0	1.0	13292311.0	13292311.0	23129117.0	22716846.0	3455505.0	19800232.0	26584622.0	0.0	620494.0	0.0	0.0	0.0	3938160257.0	1969103734.0	1969056523.0	3426195753.0	3426195753.0	0.0	0.0	20469914.0	0.005974532	148.0	148.0	148.0	150.0	150.0	150.0	39.3	279.6	108.2	10227608.0	412287.0	442.0	718086.0	74.5	87.00186521365623	85.45107769446561	12.998134786343773	74.48002081805038	100.0	0.0	2.3340335627115554	0.0
D300748.lib1.stats.tsv	31393868.0	0.0	31393868.0	1.0	15696934.0	15696934.0	27790463.0	27353922.0	3603405.0	25212590.0	31393868.0	0.0	742124.0	0.0	0.0	0.0	4643420518.0	2321743061.0	2321677457.0	4110108874.0	4110108874.0	0.0	0.0	24163905.0	0.00587914	148.0	148.0	148.0	150.0	150.0	150.0	39.4	263.6	95.9	12507234.0	575410.0	548.0	593769.0	80.3	88.52194638774681	87.1314168741488	11.478053612253197	80.31055618887103	100.0	0.0	2.3639138700589557	0.0
D300749.lib1.stats.tsv	6577308.0	0.0	6577308.0	1.0	3288654.0	3288654.0	5723712.0	5626278.0	853596.0	5107122.0	6577308.0	0.0	139379.0	0.0	0.0	0.0	974308238.0	487158054.0	487150184.0	848114783.0	848114783.0	0.0	0.0	4791287.0	0.005649338	148.0	148.0	148.0	150.0	150.0	150.0	39.3	275.8	102.1	2597334.0	101424.0	93.0	114288.0	77.6	87.02210691668992	85.54074098400136	12.977893083310072	77.64760294029107	100.0	0.0	2.119088843034263	0.0
D300750.lib1.stats.tsv	16943334.0	0.0	16943334.0	1.0	8471667.0	8471667.0	14536760.0	14238628.0	2406574.0	13311438.0	16943334.0	0.0	364140.0	0.0	0.0	0.0	2507914400.0	1253976963.0	1253937437.0	2151850788.0	2151850788.0	0.0	0.0	12079316.0	0.005613454	148.0	148.0	148.0	150.0	150.0	150.0	39.4	269.3	97.3	6622686.0	284173.0	232.0	212223.0	78.6	85.79633736784035	84.036754513604	14.203662632159645	78.5644549059825	100.0	0.0	2.149163795035853	0.0
D300751.lib1.stats.tsv	31901890.0	0.0	31901890.0	1.0	15950945.0	15950945.0	27841174.0	27373460.0	4060716.0	25349000.0	31901890.0	0.0	728523.0	0.0	0.0	0.0	4717208263.0	2358633810.0	2358574453.0	4116832136.0	4116832136.0	0.0	0.0	23768373.0	0.005773461	148.0	148.0	148.0	150.0	150.0	150.0	39.4	266.7	97.4	12604176.0	573042.0	434.0	509078.0	79.5	87.27123690790734	85.80513568318366	12.728763092092663	79.45924206998394	100.0	0.0	2.283635859818964	0.0
D300752.lib1.stats.tsv	42801264.0	0.0	42801264.0	1.0	21400632.0	21400632.0	37860900.0	37217282.0	4940364.0	33442986.0	42801264.0	0.0	732189.0	0.0	0.0	0.0	6337173162.0	3168639055.0	3168534107.0	5605693786.0	5605693786.0	0.0	0.0	26511548.0	0.004729396	148.0	148.0	148.0	150.0	150.0	150.0	39.4	280.6	108.8	17150132.0	706620.0	1528.0	750361.0	78.1	88.45743434119142	86.95369837675821	11.54256565880858	78.1355102036239	100.0	0.0	1.7106714418527453	0.0
D300753.lib1.stats.tsv	13888916.0	0.0	13888916.0	1.0	6944458.0	6944458.0	12130516.0	11932414.0	1758400.0	11113762.0	13888916.0	0.0	247264.0	0.0	0.0	0.0	2053852771.0	1026929939.0	1026922832.0	1794240700.0	1794240700.0	0.0	0.0	8611202.0	0.004799357	148.0	148.0	148.0	150.0	150.0	150.0	39.4	271.5	100.9	5561241.0	246684.0	483.0	157799.0	80.0	87.33954471320871	85.91321309740803	12.660455286791281	80.01893020304824	100.0	0.0	1.7802973248596219	0.0
D300754.lib1.stats.tsv	10113276.0	0.0	10113276.0	1.0	5056638.0	5056638.0	9034338.0	8910308.0	1078938.0	8053870.0	10113276.0	0.0	133724.0	0.0	0.0	0.0	1497664475.0	748849627.0	748814848.0	1338111733.0	1338111733.0	0.0	0.0	5463338.0	0.004082871	148.0	148.0	148.0	150.0	150.0	150.0	39.4	285.1	112.5	4184169.0	164372.0	475.0	106138.0	79.6	89.33146885341604	88.10506110977293	10.668531146583955	79.63660835519568	100.0	0.0	1.3222619455851892	0.0
D300755.lib1.stats.tsv	27779880.0	0.0	27779880.0	1.0	13889940.0	13889940.0	24197546.0	23849716.0	3582334.0	22345776.0	27779880.0	0.0	530847.0	0.0	0.0	0.0	4109832109.0	2054944624.0	2054887485.0	3580372951.0	3580372951.0	0.0	0.0	17781777.0	0.004966459	148.0	148.0	148.0	150.0	150.0	150.0	39.4	270.4	99.5	11153717.0	489516.0	987.0	280638.0	80.4	87.10457352587557	85.85248028429208	12.895426474124438	80.43870599873001	100.0	0.0	1.9109045827411784	0.0
D300756.lib1.stats.tsv	35275918.0	0.0	35275918.0	1.0	17637959.0	17637959.0	30565594.0	30053638.0	4710324.0	27650442.0	35275918.0	0.0	697614.0	0.0	0.0	0.0	5206064307.0	2603081043.0	2602983264.0	4511365686.0	4511365686.0	0.0	0.0	23536530.0	0.005217163	148.0	148.0	148.0	150.0	150.0	150.0	39.4	267.4	102.0	13797343.0	688327.0	916.0	540233.0	78.4	86.64719653787607	85.19590617032277	13.352803462123934	78.38333789073894	100.0	0.0	1.9775927588900732	0.0
D300757.lib1.stats.tsv	32458054.0	0.0	32458054.0	1.0	16229027.0	16229027.0	29003067.0	28624156.0	3454987.0	26254850.0	32458054.0	0.0	487991.0	0.0	0.0	0.0	4811106171.0	2405635824.0	2405470347.0	4298871184.0	4298871184.0	0.0	0.0	17880388.0	0.004159322	148.0	148.0	148.0	150.0	150.0	150.0	39.5	281.4	106.1	13418891.0	513945.0	1315.0	377927.0	80.9	89.3555325282286	88.18814584509596	10.644467471771414	80.88855234512828	100.0	0.0	1.5034511927301617	0.0
D300758.lib1.stats.tsv	25270306.0	0.0	25270306.0	1.0	12635153.0	12635153.0	22186388.0	21766564.0	3083918.0	19492140.0	25270306.0	0.0	586092.0	0.0	0.0	0.0	3738693329.0	1869384160.0	1869309169.0	3282380530.0	3282380530.0	0.0	0.0	19014486.0	0.005792895	148.0	148.0	148.0	150.0	150.0	150.0	39.4	275.4	105.0	9897375.0	429305.0	772.0	555830.0	77.1	87.79627757574443	86.1349443097365	12.203722424255567	77.13456259690722	100.0	0.0	2.3192912661999423	0.0
D300759.lib1.stats.tsv	44314958.0	0.0	44314958.0	1.0	22157479.0	22157479.0	39866269.0	39381618.0	4448689.0	36711510.0	44314958.0	0.0	834214.0	0.0	0.0	0.0	6554979795.0	3277512407.0	3277467388.0	5896850099.0	5896850099.0	0.0	0.0	28473850.0	0.004828654	148.0	148.0	148.0	150.0	150.0	150.0	39.4	270.8	100.6	18360396.0	813051.0	1583.0	515779.0	82.8	89.96120226493277	88.86755122277224	10.038797735067243	82.8422538502688	100.0	0.0	1.8824659610418677	0.0
D300760.lib1.stats.tsv	25388104.0	0.0	25388104.0	1.0	12694052.0	12694052.0	22577105.0	22204592.0	2810999.0	19851442.0	25388104.0	0.0	502212.0	0.0	0.0	0.0	3761343328.0	1880689505.0	1880653823.0	3344781401.0	3344781401.0	0.0	0.0	17361006.0	0.005190476	148.0	148.0	148.0	150.0	150.0	150.0	39.4	284.9	110.8	10263211.0	401245.0	1027.0	436813.0	78.2	88.92788921929736	87.46061541263578	11.072110780702648	78.19190436591877	100.0	0.0	1.9781390528414409	0.0
D300761.lib1.stats.tsv	31788432.0	0.0	31788432.0	1.0	15894216.0	15894216.0	28306713.0	27907106.0	3481719.0	25625966.0	31788432.0	0.0	582646.0	0.0	0.0	0.0	4707776300.0	2353912039.0	2353864261.0	4192112184.0	4192112184.0	0.0	0.0	20245334.0	0.004829388	148.0	148.0	148.0	150.0	150.0	150.0	39.4	274.8	102.8	12988774.0	529564.0	1139.0	434076.0	80.6	89.04721377889919	87.79013069911721	10.952786221100808	80.61412403103117	100.0	0.0	1.832886881617816	0.0
D300762.lib1.stats.tsv	26444648.0	0.0	26444648.0	1.0	13222324.0	13222324.0	23619440.0	23284644.0	2825208.0	21222700.0	26444648.0	0.0	440614.0	0.0	0.0	0.0	3915624025.0	1957916898.0	1957707127.0	3497361266.0	3497361266.0	0.0	0.0	16144785.0	0.004616276	148.0	148.0	148.0	150.0	150.0	150.0	39.4	276.1	104.8	10765343.0	448895.0	1234.0	426850.0	80.3	89.31652257197752	88.05049702306493	10.683477428022487	80.25328981501285	100.0	0.0	1.6661745696142372	0.0
D300763.lib1.stats.tsv	25447518.0	0.0	25447518.0	1.0	12723759.0	12723759.0	22197661.0	21796420.0	3249857.0	20024342.0	25447518.0	0.0	486104.0	0.0	0.0	0.0	3768767865.0	1884399285.0	1884368580.0	3287491467.0	3287491467.0	0.0	0.0	16609352.0	0.005052287	148.0	148.0	148.0	150.0	150.0	150.0	39.4	275.0	102.9	10134145.0	415488.0	1025.0	347552.0	78.7	87.2291788928099	85.65243966032365	12.7708211071901	78.68878214370454	100.0	0.0	1.9102216569804567	0.0
D300764.lib1.stats.tsv	27400376.0	0.0	27400376.0	1.0	13700188.0	13700188.0	24030639.0	23579832.0	3369737.0	20735174.0	27400376.0	0.0	577486.0	0.0	0.0	0.0	4054219614.0	2027173223.0	2027046391.0	3555483133.0	3555483133.0	0.0	0.0	19291770.0	0.005425921	148.0	148.0	148.0	150.0	150.0	150.0	39.4	281.5	110.7	10715285.0	452859.0	916.0	620856.0	75.7	87.70185854383897	86.05660009921031	12.298141456161039	75.67477906142602	100.0	0.0	2.107584217092495	0.0
D300765.lib1.stats.tsv	26251848.0	0.0	26251848.0	1.0	13125924.0	13125924.0	23310073.0	22938988.0	2941775.0	21263520.0	26251848.0	0.0	548618.0	0.0	0.0	0.0	3880107711.0	1940056817.0	1940050894.0	3445107494.0	3445107494.0	0.0	0.0	17851098.0	0.005181579	148.0	148.0	148.0	150.0	150.0	150.0	39.4	268.7	99.7	10590859.0	491206.0	884.0	386545.0	81.0	88.7940269957376	87.38046936733748	11.205973004262406	80.9981834421714	100.0	0.0	2.0898262095681797	0.0
D300766.lib1.stats.tsv	33778998.0	0.0	33778998.0	1.0	16889499.0	16889499.0	29380046.0	28902694.0	4398952.0	26829874.0	33778998.0	0.0	768939.0	0.0	0.0	0.0	5003683020.0	2501892264.0	2501790756.0	4352052414.0	4352052414.0	0.0	0.0	24025864.0	0.005520583	148.0	148.0	148.0	150.0	150.0	150.0	39.4	279.0	101.4	13487722.0	533407.0	1329.0	428889.0	79.4	86.9772572886857	85.56409518127211	13.022742711314292	79.42767870142269	100.0	0.0	2.2763819104403273	0.0
D300767.lib1.stats.tsv	16.0	0.0	16.0	1.0	8.0	8.0	2.0	2.0	14.0	2.0	16.0	0.0	0.0	0.0	0.0	0.0	2124.0	1062.0	1062.0	200.0	200.0	0.0	0.0	12.0	0.06	133.0	133.0	133.0	150.0	150.0	150.0	39.9	102.0	0.0	0.0	1.0	0.0	0.0	12.5	12.5	12.5	87.5	12.5	100.0	0.0	0.0	0.0
