Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
GRCg7b.D300703.lib1.stats.tsv	19834228.0	0.0	19834228.0	1.0	9917114.0	9917114.0	33106.0	25586.0	19801122.0	25178.0	19834228.0	0.0	14192.0	0.0	0.0	0.0	2933702631.0	1466856186.0	1466846445.0	4591746.0	4591746.0	0.0	0.0	311709.0	0.06788463	148.0	148.0	148.0	150.0	150.0	150.0	39.5	169.0	62.0	10310.0	2435.0	2.0	46.0	0.1	0.1669134790625579	0.12899922295942146	99.83308652093744	0.12694217289425128	100.0	0.0	0.07155307481591923	0.0
GRCg7b.D300704.lib1.stats.tsv	2871362.0	0.0	2871362.0	1.0	1435681.0	1435681.0	28519.0	21120.0	2842843.0	20534.0	2871362.0	0.0	13838.0	0.0	0.0	0.0	424339023.0	212170115.0	212168908.0	4079270.0	4079270.0	0.0	0.0	293682.0	0.07199376	148.0	148.0	148.0	150.0	150.0	150.0	39.3	192.2	75.7	9152.0	1297.0	6.0	105.0	0.7	0.9932220319137748	0.735539440864649	99.00677796808623	0.7151310075149007	100.0	0.0	0.4819315711498585	0.0
GRCg7b.D300705.lib1.stats.tsv	34079134.0	0.0	34079134.0	1.0	17039567.0	17039567.0	2555.0	1164.0	34076579.0	1146.0	34079134.0	0.0	634.0	0.0	0.0	0.0	5042603822.0	2521334789.0	2521269033.0	355271.0	355271.0	0.0	0.0	14950.0	0.04208055	148.0	148.0	148.0	150.0	150.0	150.0	39.4	167.4	63.2	452.0	130.0	0.0	0.0	0.0	0.007497256238964288	0.0034155797503539853	99.99250274376104	0.00336276150679181	100.0	0.0	0.0018603759121343872	0.0
GRCg7b.D300706.lib1.stats.tsv	31436426.0	0.0	31436426.0	1.0	15718213.0	15718213.0	5883.0	3334.0	31430543.0	3262.0	31436426.0	0.0	1891.0	0.0	0.0	0.0	4661762458.0	2330923657.0	2330838801.0	821539.0	821539.0	0.0	0.0	42289.0	0.05147534	148.0	148.0	148.0	150.0	150.0	150.0	39.4	169.2	63.8	1327.0	332.0	0.0	8.0	0.0	0.018713959404927264	0.010605531303081336	99.98128604059508	0.010376497633668661	100.0	0.0	0.006015314845268988	0.0
GRCg7b.D300707.lib1.stats.tsv	2619448.0	0.0	2619448.0	1.0	1309724.0	1309724.0	23489.0	17320.0	2595959.0	16996.0	2619448.0	0.0	10304.0	0.0	0.0	0.0	387993496.0	194004547.0	193988949.0	3367749.0	3367749.0	0.0	0.0	232530.0	0.06904612	148.0	148.0	148.0	150.0	150.0	150.0	39.2	192.1	74.4	7474.0	1142.0	2.0	42.0	0.6	0.896715643906655	0.6612080102372714	99.10328435609334	0.648838992031909	100.0	0.0	0.393365319716215	0.0
GRCg7b.D300708.lib1.stats.tsv	48056048.0	0.0	48056048.0	1.0	24028024.0	24028024.0	4941.0	1400.0	48051107.0	1368.0	48056048.0	0.0	916.0	0.0	0.0	0.0	7142597284.0	3571359183.0	3571238101.0	706743.0	706743.0	0.0	0.0	22382.0	0.03166922	149.0	149.0	149.0	150.0	150.0	150.0	39.4	178.6	68.3	588.0	107.0	0.0	5.0	0.0	0.010281744349847495	0.002913264944300039	99.98971825565015	0.0028466760312874668	100.0	0.0	0.0019061076349848826	0.0
GRCg7b.D300709.lib1.stats.tsv	37535660.0	0.0	37535660.0	1.0	18767830.0	18767830.0	7656.0	3684.0	37528004.0	3606.0	37535660.0	0.0	2144.0	0.0	0.0	0.0	5553868799.0	2777153620.0	2776715179.0	1055629.0	1055629.0	0.0	0.0	49646.0	0.04702978	148.0	148.0	148.0	150.0	150.0	150.0	39.4	174.8	69.5	1504.0	325.0	0.0	13.0	0.0	0.020396604189189694	0.009814666906083442	99.97960339581081	0.009606864512306431	100.0	0.0	0.00571190169561425	0.0
GRCg7b.D300710.lib1.stats.tsv	36510700.0	0.0	36510700.0	1.0	18255350.0	18255350.0	2868.0	666.0	36507832.0	644.0	36510700.0	0.0	412.0	0.0	0.0	0.0	5403699792.0	2701943496.0	2701756296.0	399615.0	399615.0	0.0	0.0	10651.0	0.02665315	148.0	148.0	148.0	150.0	150.0	150.0	39.4	170.4	68.5	287.0	45.0	0.0	1.0	0.0	0.00785523148008666	0.0018241227914008768	99.9921447685199	0.0017638664829762233	100.0	0.0	0.0011284363214071492	0.0
GRCg7b.D300711.lib1.stats.tsv	35403104.0	0.0	35403104.0	1.0	17701552.0	17701552.0	2765.0	892.0	35400339.0	876.0	35403104.0	0.0	545.0	0.0	0.0	0.0	5243192729.0	2621658575.0	2621534154.0	389348.0	389348.0	0.0	0.0	13738.0	0.03528463	148.0	148.0	148.0	150.0	150.0	150.0	39.4	185.9	70.8	376.0	70.0	0.0	0.0	0.0	0.007810049649883807	0.0025195530877744504	99.99218995035012	0.0024743593104152675	100.0	0.0	0.00153941304129717	0.0
GRCg7b.D300712.lib1.stats.tsv	48628430.0	0.0	48628430.0	1.0	24314215.0	24314215.0	2624.0	740.0	48625806.0	712.0	48628430.0	0.0	463.0	0.0	0.0	0.0	7201241921.0	3600680086.0	3600561835.0	366527.0	366527.0	0.0	0.0	11406.0	0.03111913	148.0	148.0	148.0	150.0	150.0	150.0	39.4	179.0	65.4	325.0	44.0	0.0	1.0	0.0	0.005396020393831346	0.0015217435561871934	99.99460397960617	0.0014641640702774076	100.0	0.0	0.0009521179277225279	0.0
